genes	Ff_mean	Fm_mean	theta	prob	log2FC
Rphi_RPHIM00000006349	416.839380570433	204.202392616633	0.582187257631811	0.964454233406715	1.02949181131536
Rphi_RPHIM00000002464	186.709979282833	59.2822907146	0.723414002023136	0.964451580421125	1.65512593813926
Rphi_RPHIM00000003298	94.6019257199	30.1831039315333	0.582034544066526	0.964437815088457	1.64812837588549
Rphi_RPHIM00000010699	7.87816559743333	1.0190421126	0.72396532784262	0.964431382030572	2.95064606934845
Rphi_RPHIM00000025828	388.6383112533	118.376754010167	0.59178412008018	0.964424031883203	1.71504232363956
Rphi_RPHIM00000003131	277.258575751067	173.903011076067	0.742936855055182	0.964419477558333	0.672949171707791
Rphi_RPHIM00000020096	149.671778710567	65.4733219885	0.742872918450527	0.96441627984495	1.19282313495215
Rphi_RPHIM00000007976	123.180651755467	52.8779760134	0.724825474546395	0.964400233069587	1.22003680505445
Rphi_RPHIM00000001337	207.998942135033	105.422410423533	0.58167540214306	0.964399262540076	0.98039460700065
Rphi_RPHIM00000000029	148.7946732233	64.1349100408333	0.592045526935091	0.964396430803451	1.21414111321968
Rphi_RPHIM00000010789	47.8534303201333	18.6849054448333	0.581647515534944	0.964396272474619	1.35674908345053
Rphi_RPHIM00000006047	460.477434520067	269.3523075246	0.592061881424891	0.964394310705451	0.773636034748069
Rphi_RPHIM00000012767	167.2941626764	74.1529555455667	0.725183378341375	0.964387540769418	1.17381100587191
Rphi_RPHIM00000013158	174.9099136608	78.9763912888333	0.704519686394189	0.964385935009532	1.14711870904074
Rphi_RPHIM00000029379	5231.70260739877	2619.51441882967	0.725270677004149	0.964384573658499	0.997981130956209
Rphi_RPHIM00000025282	28.4347889062333	5.30836976376667	0.704378494675469	0.964374776716638	2.42131632130814
Rphi_RPHIM00000008934	156.206556845533	53.5752513194	0.704363563454556	0.964373597359663	1.54381639491467
Rphi_RPHIM00000031359	391.398623492933	150.788844837467	0.704360849066004	0.964373382974357	1.37610897831726
Rphi_RPHIM00000024743	291.615835425833	193.084450303467	0.581398532230087	0.964369597964719	0.594837079317414
Rphi_RPHIM00000004967	591.0694824443	348.6110975392	0.725974862410368	0.964360570568702	0.761709238266342
Rphi_RPHIM00000006378	1826.7820487855	1087.3756208898	0.741711502630757	0.964358458138435	0.748454129795648
Rphi_RPHIM00000027969	161.2939872796	69.8274040402	0.726354628498702	0.964347574408147	1.20782741464291
Rphi_RPHIM00000015635	14.9800352092333	2.112180338	0.741145580346494	0.964335033548655	2.82623609232682
Rphi_RPHIM00000022780	1.2476836508	0.1	0.726786871659734	0.964334059169615	3.64118028126982
Rphi_RPHIM00000002592	397.7581385613	256.800037491633	0.592549294212263	0.964331030027621	0.631246036870596
Rphi_RPHIM00000019396	149.029551146967	48.0108951002667	0.727221386704942	0.964320737581113	1.63416469328198
Rphi_RPHIM00000000527	323.688776949933	195.796441840733	0.727678402639165	0.96430668037073	0.725252797341702
Rphi_RPHIM00000015594	235.2628489766	126.138592249033	0.727774062066524	0.96430373205079	0.899263781056077
Rphi_RPHIM00000021564	411.030924431633	245.763408162767	0.703552676113794	0.964298228874409	0.741976812865924
Rphi_RPHIM00000009180	47.2745923529667	17.4759463333	0.592817828520162	0.964296087228693	1.43569443737902
Rphi_RPHIM00000003738	20.7833646514333	4.05865600316667	0.740093309526368	0.964294097243642	2.35635526053153
Rphi_RPHIM00000031887	19.6728233907	2.53714303153333	0.728205861568695	0.964292034493388	2.95492726539351
Rphi_RPHIM00000030920	229.663323786567	139.920501031667	0.592867407664766	0.964289629627346	0.714913122687064
Rphi_RPHIM00000005587	550.202015348067	344.148354794367	0.739819651371503	0.964285564975464	0.676930810998913
Rphi_RPHIM00000019834	166.783964240833	68.1388352269333	0.739774589960258	0.964284161692879	1.29143139364848
Rphi_RPHIM00000000839	193.679894815167	102.410897486767	0.703366720264876	0.964280617196295	0.919304961057327
Rphi_RPHIM00000021486	202.190528223467	81.9870458926667	0.739651271458515	0.964280323769386	1.30224753030239
Rphi_RPHIM00000030757	32.2681362636	9.58188465923333	0.728668844254761	0.964279669992593	1.75172890092465
Rphi_RPHIM00000006898	6300.95978322557	4783.52356372563	0.592945312247917	0.96427947880277	0.397497896403998
Rphi_RPHIM00000018555	62.9731928483	20.6610780944333	0.580598662529818	0.964277780901386	1.6078222803543
Rphi_RPHIM00000006066	309.533998038233	172.5728139681	0.739520305498522	0.964276251697309	0.842892668938548
Rphi_RPHIM00000033255	655.5731581385	375.308813743633	0.703258537234503	0.96427038188634	0.804678614937573
Rphi_RPHIM00000033202	17.1275591955667	3.74513201876667	0.703227371874548	0.964267434742369	2.19323109051207
Rphi_RPHIM00000007884	62.6854431	18.2770985453333	0.739142896609611	0.964264539236955	1.77809339381412
Rphi_RPHIM00000018983	1.30814832916667	0.1	0.739111476100271	0.96426356561765	3.70945423023443
Rphi_RPHIM00000023132	97.1479598726	20.8991629277	0.729341639714701	0.964262387353699	2.21673853990412
Rphi_RPHIM00000032809	231.587520809533	125.221217540767	0.729573486562617	0.964257468883587	0.887078481300709
Rphi_RPHIM00000012194	239.705999242467	106.6345204651	0.580416937773663	0.964254619981527	1.16859146355735
Rphi_RPHIM00000013378	250.095762524733	116.467720297533	0.738750701907104	0.964253741561366	1.10255045454806
Rphi_RPHIM00000031018	14.0017103986667	2.8378933989	0.580388264411929	0.964250967840351	2.30271076947215
Rphi_RPHIM00000007110	254.7704416902	86.5480808155667	0.729885424349457	0.964250838125263	1.55762417309494
Rphi_RPHIM00000015970	40.2387861877667	10.8064240998	0.730292529956262	0.964242161531999	1.89669757959132
Rphi_RPHIM00000016417	1545.21827310097	568.075406295133	0.738116177043579	0.964239494804008	1.44365629268132
Rphi_RPHIM00000002670	1024.9609405094	503.819891581133	0.730507554165948	0.964237568252917	1.02458894404326
Rphi_RPHIM00000026104	1333.9840451767	920.329925632433	0.738021432099313	0.964237373288807	0.535518366233208
Rphi_RPHIM00000021427	782.6840112293	330.351295988733	0.737972610575858	0.964236280666756	1.24442896910686
Rphi_RPHIM00000007722	462.2739199081	226.292388023967	0.737896506244991	0.964234578246984	1.03055991604618
Rphi_RPHIM00000011959	209.194577746867	71.1444456346	0.730711038311291	0.964233904661389	1.55602242524349
Rphi_RPHIM00000033720	397.9498369366	178.860076536167	0.737750449785883	0.964231313721163	1.15375518662321
Rphi_RPHIM00000030294	265.830962020533	82.1527586959	0.737688721122855	0.964229935079126	1.69412822191705
Rphi_RPHIM00000002293	713.5242291992	255.806255073533	0.737677715629179	0.964229689349766	1.47991087825523
Rphi_RPHIM00000000026	244.485154092767	139.497570526033	0.580194874733165	0.964226352008963	0.809506866399402
Rphi_RPHIM00000026241	300.179303022333	174.818949241067	0.737389535305134	0.964224360575093	0.779962936309859
Rphi_RPHIM00000022861	102.805481974467	44.6783250720333	0.737298719599743	0.964223078847025	1.20227018917495
Rphi_RPHIM00000020238	67.8993791668	16.7306436803667	0.731472891073632	0.964222050293868	2.02090543189991
Rphi_RPHIM00000032482	100.420864975367	24.0835488607333	0.737082895433723	0.964220036278081	2.0599391538658
Rphi_RPHIM00000019697	647.951972479833	228.3945183616	0.736854653143332	0.9642168239443	1.50435885621573
Rphi_RPHIM00000015207	326.4965806061	190.395598619167	0.736738864196825	0.964215196382703	0.778067754320543
Rphi_RPHIM00000033829	13.0121668312	0.899809173733333	0.732560386521534	0.964208829232354	3.85409833886846
Rphi_RPHIM00000033679	270.034291033333	130.6201500618	0.732658030651652	0.964207936390375	1.04776515264514
Rphi_RPHIM00000011026	62.4618905421333	29.3839000985	0.593483878147297	0.964206077292902	1.087950340045
Rphi_RPHIM00000036046	24.6650731557333	4.690086149	0.735939505191697	0.964205669930561	2.39478323834128
Rphi_RPHIM00000006857	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000004607	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000007818	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000027064	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000034324	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000017367	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000001584	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000017275	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000027279	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000030904	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000017114	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000006476	1.29051436616667	0.1	0.735572934763516	0.964203636568961	3.68987429666953
Rphi_RPHIM00000021212	202.0134140451	101.294645825233	0.733149890194665	0.964203429114436	0.995893174638938
Rphi_RPHIM00000019926	679.126554726667	297.2483252204	0.733182535660626	0.964203129380061	1.19201176321752
Rphi_RPHIM00000023390	249.1179588491	88.8958003975	0.733280073994527	0.964202233400939	1.48664185865158
Rphi_RPHIM00000029114	439.112728107967	148.5055912645	0.735149603068923	0.964201295210997	1.56407410318589
Rphi_RPHIM00000020750	106.146035647633	22.0669944761333	0.733469626720762	0.964201269397489	2.26608843723932
Rphi_RPHIM00000016498	171.7086377271	55.8645750393333	0.733502728108616	0.96420121373461	1.61995698196534
Rphi_RPHIM00000022064	412.1020156748	183.221263667967	0.734716882576274	0.964199162596688	1.16941457562322
Rphi_RPHIM00000034205	420.584805339267	271.165377769133	0.579901898691399	0.964189114258129	0.633223742298363
Rphi_RPHIM00000010209	758.771044797567	398.437657596333	0.593648833672802	0.964179698863433	0.929310618111164
Rphi_RPHIM00000017358	92.2125354480333	49.4299580130667	0.579809485158803	0.96417738182712	0.89957720411846
Rphi_RPHIM00000028186	141.488972276433	64.3070659050667	0.702332431532147	0.964175060325087	1.13764044182077
Rphi_RPHIM00000027647	116.983896616267	64.279084873	0.593697903581011	0.964171846943878	0.863888654772198
Rphi_RPHIM00000035480	434.925984725333	225.088949545067	0.593711027233688	0.964169746571574	0.950274674174857
Rphi_RPHIM00000031685	82.1644507913333	28.8191447498333	0.593748366773799	0.964163769668436	1.51148681149522
