genes	Mf_mean	Mm_mean	theta	prob	log2FC
Rphi_RPHIM00000034920	0.848611630866667	14.9464048899333	-1.0299500208962	0.988077708561399	-4.1385502475412
Rphi_RPHIM00000027763	69.9616561326667	24.9747296557667	0.983395673009483	0.988070426860147	1.48609537980267
Rphi_RPHIM00000003280	2.22446859856667	0.1	0.983370256886236	0.988067210143911	4.47538882792032
Rphi_RPHIM00000001238	50.1282888488333	10.6665964153	1.030207083445	0.988056057540818	2.23252508525564
Rphi_RPHIM00000031329	3.60992547606667	20.8066171350667	-1.02964376817975	0.988012337416258	-2.52700146282053
Rphi_RPHIM00000023286	94.2124893300667	11.8689469880667	1.33310864155698	0.98800106917811	2.98872637929117
Rphi_RPHIM00000020343	34.3436490784333	8.43952063153333	0.982719749385222	0.987985032275459	2.02481037593068
Rphi_RPHIM00000034321	71.2120993307667	8.3362250414	1.32085194397208	0.987982924079148	3.09465625423588
Rphi_RPHIM00000008610	1212.72570416787	580.840331088633	1.32135753846603	0.987962363663418	1.06203974022028
Rphi_RPHIM00000005611	15.4559252167	0.459363437766667	1.32154911563056	0.987954552822422	5.07238017613156
Rphi_RPHIM00000014788	23.2449339445667	2.64732642573333	1.32289783108076	0.987902032342802	3.13430832526518
Rphi_RPHIM00000007530	103.591456261567	42.5351921869	0.981844906268174	0.987874972754305	1.28417614343685
Rphi_RPHIM00000002860	61.1359804504	4.07254061046667	1.32853589807653	0.98786299090677	3.90802071130572
Rphi_RPHIM00000016566	160.4171033996	52.6686256839333	1.328523346667	0.987862826065989	1.60681224775956
Rphi_RPHIM00000006742	242.518090943833	120.868379101667	1.32755701823937	0.987850180436855	1.00465550670337
Rphi_RPHIM00000016240	270.6706690827	33.1722331682667	1.12374146415505	0.987847062046797	3.02849051669929
Rphi_RPHIM00000002311	1.11902876076667	0.1	0.98144283756326	0.987824562037671	3.48417521116791
Rphi_RPHIM00000003769	248.849437250967	136.060967031133	1.03380478157121	0.987778779910263	0.871019876524105
Rphi_RPHIM00000026626	31.9379798754333	7.45855320036667	0.98100012889353	0.987768028100262	2.09830535225277
Rphi_RPHIM00000010492	100.840373709033	24.7612072396	1.03463878607601	0.987722551457137	2.02591980948898
Rphi_RPHIM00000002721	140.492353115967	49.8282837170333	1.0347318692864	0.987716410754686	1.49545481999793
Rphi_RPHIM00000019547	171.3111380587	57.1942259477	0.980588614475583	0.987715599988762	1.58267754156423
Rphi_RPHIM00000011104	47.5444343522333	14.1967014345333	0.979515386016382	0.987579419181236	1.74372070382071
Rphi_RPHIM00000015954	0.1	26.8099809775333	-2.77322260521898	0.987568960999819	-8.06662638546118
Rphi_RPHIM00000001053	45.4138102661667	11.4403645050333	0.979241940216808	0.987544849191143	1.98899806645608
Rphi_RPHIM00000001236	8.173396611	0.406941146133333	1.03767066693195	0.987535368522715	4.32804367753892
Rphi_RPHIM00000012173	976.7411972078	766.015786778067	1.03789877611103	0.987522226953746	0.350602223427267
Rphi_RPHIM00000010671	1449.20176040683	1100.2215648373	1.03804544537699	0.987513768568031	0.397464377563343
Rphi_RPHIM00000009237	17.2466694441667	2.96844739813333	0.978879147218055	0.987499072458572	2.53853733222728
Rphi_RPHIM00000022947	2.89065816543333	15.5212369565667	-0.956608134158743	0.987492930117977	-2.42477361868667
Rphi_RPHIM00000006335	23.2999192239	91.0763864293	-0.956604085981362	0.987492929002673	-1.9667520985048
Rphi_RPHIM00000030051	8.82956654293333	41.2489636790667	-0.956601404341808	0.987492928263872	-2.22394335357848
Rphi_RPHIM00000016572	4.82492732896667	16.7391832770667	-0.956072018604518	0.987492782590858	-1.79465002055848
Rphi_RPHIM00000022191	12.2739977356667	71.0117277842667	-0.955931088346204	0.987492743869025	-2.53245208695484
Rphi_RPHIM00000025750	1.96760249686667	15.2049585886333	-0.955542019065924	0.987492637096115	-2.95003119107895
Rphi_RPHIM00000020568	17.148911708	54.7249959993667	-0.954655256665622	0.987490951105031	-1.67408291991932
Rphi_RPHIM00000024278	62.0266988508	136.4514494676	-0.957436542676061	0.987488930526124	-1.13742647006733
Rphi_RPHIM00000017127	98.0660263635333	219.0760816518	-0.95772478358037	0.987486279506399	-1.15960665586882
Rphi_RPHIM00000013096	40.0905733769333	99.6661741769667	-0.953986606192548	0.987484188766822	-1.31384089856794
Rphi_RPHIM00000021041	393.384168926633	560.6567079168	-0.958340373868827	0.987480606294058	-0.511178773908133
Rphi_RPHIM00000004261	0.848611630866667	14.7998911584	-0.959221404494357	0.987471977708795	-4.12433830378167
Rphi_RPHIM00000031005	8.51812370556667	43.4722062130667	-0.951279576158553	0.987445983424022	-2.35148572732021
Rphi_RPHIM00000007918	0.7859339773	11.5185275264667	-0.960636642849459	0.987443295148198	-3.87340436770336
Rphi_RPHIM00000031504	641.784156600067	335.918330745133	1.06706431611558	0.987432439895059	0.933977650756249
Rphi_RPHIM00000023923	1780.25564312403	1165.82547687583	1.06720144513009	0.987431818073375	0.6107325913604
Rphi_RPHIM00000023243	2.6868698075	21.6186237162	-0.950465470411311	0.987431176361641	-3.00827635896342
Rphi_RPHIM00000032373	27.6227957367667	5.97432950133333	1.06578130646418	0.987429232526207	2.20901063019907
Rphi_RPHIM00000035991	47.4815468361333	13.3738731873	1.06540852255651	0.987427528528426	1.82794959264103
Rphi_RPHIM00000005486	359.3289218333	215.8005373512	1.06832935772483	0.987426685575713	0.735606603128996
Rphi_RPHIM00000025511	69.9226249317	24.7893007488667	1.06871857484802	0.987424907027509	1.49604176860241
Rphi_RPHIM00000022949	277.7930462136	158.8883914973	1.06890402961986	0.987424058233101	0.805996761684672
Rphi_RPHIM00000025032	3.37959824623333	17.6560344414	-0.961549846703466	0.987422681940395	-2.38523768925783
Rphi_RPHIM00000001782	463.6989634629	279.475357245933	1.06908044741282	0.987422107253856	0.730467422797252
Rphi_RPHIM00000020953	2526.5888346458	1565.8590832707	1.06358948139107	0.987412883770223	0.690236520208672
Rphi_RPHIM00000006052	5.84399398446667	31.3444413783667	-0.961883956230201	0.987412217122499	-2.42318302003355
Rphi_RPHIM00000033088	27.4338648633667	6.3146039808	0.978125872905566	0.98740431421514	2.11919371874059
Rphi_RPHIM00000002992	383.324228065267	167.271402382667	1.06266614869126	0.987402819749918	1.19637437121085
Rphi_RPHIM00000027469	81.9339090931333	145.878053637433	-0.962416115918191	0.987395516936523	-0.832230302885379
Rphi_RPHIM00000005896	1.96760249686667	18.2593612108333	-0.962445103542746	0.98739460611338	-3.21412559861901
Rphi_RPHIM00000007191	1.63055659503333	21.9840992871667	-0.962627453657835	0.987388873775315	-3.75302400334227
Rphi_RPHIM00000008124	469.350792311733	105.594657267033	1.06168911808317	0.987388681814454	2.15212975367036
Rphi_RPHIM00000003102	197.174891452667	83.4897849781667	1.06138361063053	0.987383850722967	1.23980424950245
Rphi_RPHIM00000028704	41.5288396731667	8.95776448603333	1.06093057736787	0.987376701680678	2.21290292199943
Rphi_RPHIM00000018568	0.7859339773	10.6225744875333	-0.948304182137965	0.987376581953428	-3.75658152651955
Rphi_RPHIM00000026721	53.9442070519667	14.1442791429	1.07212027474668	0.987369483741331	1.93124938795414
Rphi_RPHIM00000032326	1.7197352257	13.6125966949667	-0.963262724876415	0.987368867050144	-2.98468393037199
Rphi_RPHIM00000029035	85.3555314883	22.4905806436333	1.06040509824796	0.987368431666469	1.9241637425938
Rphi_RPHIM00000003149	64.5015718438	15.7267602024333	1.06017548989074	0.987364746322069	2.03611281972205
Rphi_RPHIM00000028039	1.1455676326	15.2956878943667	-0.947706923757127	0.987357817467142	-3.7389904499833
Rphi_RPHIM00000035197	31.2259267513667	4.7737920696	1.04160020788238	0.98735664368073	2.7095367561452
Rphi_RPHIM00000008416	12.4706209832333	57.1411269722	-1.02654253170956	0.987356251120242	-2.19599618330958
Rphi_RPHIM00000013048	54.2334706795333	11.5643625953667	1.04165628741074	0.987354624495208	2.22949774911649
Rphi_RPHIM00000011931	2.9347370786	23.4982981593667	-0.963730962577354	0.987352211364855	-3.00125311081318
Rphi_RPHIM00000029231	142.243018624833	50.4983550230333	1.05945428895132	0.987351633320586	1.49404954775618
Rphi_RPHIM00000000943	2.97308022943333	21.4572594436667	-0.947475457620412	0.987350381188706	-2.85143552405809
Rphi_RPHIM00000035059	18.9225356192667	1.8952662169	1.07295328498298	0.987349150241197	3.31963300809687
Rphi_RPHIM00000009673	7.29327418553333	29.6005960462667	-0.963919192213291	0.987344276861609	-2.02098768934709
Rphi_RPHIM00000032463	775.6835453271	530.7960365297	1.05896019302444	0.987342679539464	0.547310599797831
Rphi_RPHIM00000013418	141.271872667	55.4206010677	1.04211309154062	0.987338153899437	1.34997998976817
Rphi_RPHIM00000021885	1440.98743665103	1000.73135733443	1.05831764370621	0.98733107180512	0.526003017380058
Rphi_RPHIM00000022619	223.0378551663	71.6740640680667	1.05829629765728	0.987330686887242	1.63776552702448
Rphi_RPHIM00000034967	73.8404618519333	25.6529258352667	1.04234296878356	0.98732984987093	1.52528819539284
Rphi_RPHIM00000013588	8.77673655653333	42.1186363498333	-0.964280137880579	0.987329043306323	-2.26270221882964
Rphi_RPHIM00000016122	3022.2871802113	4006.12478783463	-0.946772043225019	0.987327830799253	-0.406566607653373
Rphi_RPHIM00000001148	81.9592911134667	28.3942751782	1.07379438987446	0.987323542607164	1.52930742167196
Rphi_RPHIM00000030913	1.3355572051	14.8197858982333	-0.946501191748822	0.987319166964042	-3.47201092866982
Rphi_RPHIM00000028544	3.71468753623333	24.1809357497667	-0.946452098920238	0.987317597755044	-2.70255730724654
Rphi_RPHIM00000006455	158.310454348867	74.3685789305333	1.0573844961994	0.987314154637941	1.08999142005347
Rphi_RPHIM00000000956	29.3624473407667	5.36206272966667	1.04285493767243	0.987312983104747	2.45311221855627
Rphi_RPHIM00000016916	4.85626615573333	19.7052093729667	-0.946259542832433	0.987311446251749	-2.02065768039541
Rphi_RPHIM00000012595	41.2391563204333	11.3181110330333	1.07413930249639	0.987311316498946	1.86538162229876
Rphi_RPHIM00000008160	95.1776748911	34.6067200259667	1.04301831745875	0.98730886340863	1.45957099965904
Rphi_RPHIM00000014753	8.50827603843333	33.7580825261	-0.964922074096523	0.987301890428292	-1.98829421538339
Rphi_RPHIM00000005615	1377.1777974864	807.542775113567	1.05659518575512	0.987299860023048	0.770104241705593
Rphi_RPHIM00000015639	3.68139209763333	27.0157683714667	-0.964988605375498	0.987299071840445	-2.8754783935412
Rphi_RPHIM00000024870	37.9708462707333	6.89870872033333	1.11988823665913	0.987296091163681	2.46049390028025
Rphi_RPHIM00000011050	106.455204906267	49.4405566528	1.05627652034588	0.987294106410226	1.10647959729825
Rphi_RPHIM00000030985	1.1455676326	18.683646697	-0.96511955089546	0.987293521922924	-4.02764152868545
Rphi_RPHIM00000006397	3.3776416344	32.56299586	-1.02623689345909	0.987292823407264	-3.2691452641486
Rphi_RPHIM00000010735	114.421652414933	42.6400367701	1.07473886729119	0.987290007901359	1.42407949694755
Rphi_RPHIM00000022948	356.154683136067	217.696818296033	0.977211189455927	0.987289772864	0.710183638383285
Rphi_RPHIM00000007612	148.542363837633	330.090369385867	-0.94558737162454	0.987287683102909	-1.15198660553398
Rphi_RPHIM00000020729	1498.88247256797	994.932401566267	1.05568732742581	0.987283851977449	0.591216852502881
Rphi_RPHIM00000015564	28.3085104652	2.57164925533333	1.04400827541033	0.987283822642362	3.46047004617173
Rphi_RPHIM00000013569	132.341369564767	34.1613368152667	1.0749217187177	0.987283495189809	1.9538277775001
Rphi_RPHIM00000011595	3.3776416344	50.2684803100667	-0.965420997322931	0.987280733334381	-3.89556590254634
Rphi_RPHIM00000017547	6.7591964925	28.2088462712667	-0.945353203477519	0.987279054666029	-2.06122400184293
Rphi_RPHIM00000020740	270.0563892846	149.291139039567	1.05465205409021	0.987267851405719	0.855132142596817
Rphi_RPHIM00000007781	347.240498965233	523.784822003633	-0.944841435128626	0.987260229594475	-0.593039034150155
Rphi_RPHIM00000018212	55.7251036123	16.0993626345	1.0541527063399	0.987260166163071	1.79132382004353
Rphi_RPHIM00000016581	1527.15243209853	1139.61285276083	1.04541812346878	0.987253989978085	0.422300273497413
Rphi_RPHIM00000017850	32.3363764066667	6.81543894646667	1.05352232647654	0.987251037589894	2.24627953888821
Rphi_RPHIM00000002464	370.147775499033	182.684227053433	1.07582544796447	0.987248441555024	1.01874928122572
Rphi_RPHIM00000035431	39.772067753	3.20824083533333	1.04592464339565	0.987246879388466	3.6319012191223
Rphi_RPHIM00000020431	193.634591286867	70.3413337506	1.04604772232537	0.98724514862252	1.46089210623222
Rphi_RPHIM00000011731	713.086022083067	439.099770742733	1.05281921379666	0.987243438898031	0.699527343338106
Rphi_RPHIM00000018484	236.114551205667	80.9011240536	1.11950627543644	0.987243208988266	1.54525530138743
Rphi_RPHIM00000020226	363.5362082563	147.836567785967	1.04621168395309	0.987242841147187	1.29809589567128
Rphi_RPHIM00000020252	158.764907664467	52.8873233753333	1.07600672761867	0.987240291052647	1.5858981964159
Rphi_RPHIM00000028299	13.5707447838	59.4657834324333	-1.02596589499738	0.987236647881933	-2.13155988120159
Rphi_RPHIM00000012276	490.1192163022	294.637717196633	1.04723106981569	0.987229862733008	0.734190587548512
Rphi_RPHIM00000010342	300.0044320526	133.424071021033	1.04795818637041	0.987226361610497	1.16896484778443
Rphi_RPHIM00000022876	352.454571499133	50.6416909032667	1.05048279790968	0.987224875220136	2.79903983632573
Rphi_RPHIM00000014093	146.531559772567	60.3709406216	1.04849696113581	0.987223758394686	1.27928523921532
Rphi_RPHIM00000027637	100.814360305767	40.9234811609667	1.04876254040113	0.987222472364182	1.30070037692139
Rphi_RPHIM00000026039	21.8554880539	4.07583422183333	1.04882829667695	0.987222153660053	2.42282831678918
Rphi_RPHIM00000024589	116.471578823333	34.1714817973667	1.07641968125632	0.987221693564893	1.76911323944103
Rphi_RPHIM00000005417	643.199537318	277.2438027572	1.04944327102114	0.987220720788153	1.21411115660027
Rphi_RPHIM00000015763	1239.74403300357	932.0472309425	1.04918746224157	0.987220410849861	0.411567311987684
Rphi_RPHIM00000031486	3.28163064753333	20.0122150679	-0.96663163168827	0.987218533815616	-2.60839608632276
Rphi_RPHIM00000015252	2.03028015043333	15.6210433100667	-0.943253253101421	0.987199429864559	-2.94374009438991
Rphi_RPHIM00000027532	2.07936888103333	16.5387667836	-0.943101867217215	0.987193250266777	-2.99163404287714
Rphi_RPHIM00000005384	0.848611630866667	14.3000615734667	-0.967115620247055	0.987192041259968	-4.07477309677947
Rphi_RPHIM00000030616	24.2088054581	5.45521333766667	0.976382246328426	0.987188342657495	2.14982437137711
Rphi_RPHIM00000001697	80.2206906175333	17.7675347701333	1.0773684370678	0.987178803708104	2.17473086374391
Rphi_RPHIM00000001964	17.6556016926667	62.7966882805	-1.02564226928414	0.987169641325105	-1.83056248932666
Rphi_RPHIM00000014183	2.5310245101	18.1742782959	-1.02563682134012	0.987168514057708	-2.84410469209064
Rphi_RPHIM00000022392	3.60992547606667	19.9530099283333	-0.967569295345043	0.987167156498503	-2.46656543534126
Rphi_RPHIM00000000865	221.309916005067	126.371035080967	0.976189030501333	0.987164857506133	0.808402265971299
Rphi_RPHIM00000018491	28.0871914522333	74.4459381656	-0.967880736026825	0.987150044578889	-1.40628076529753
Rphi_RPHIM00000003372	4.4545480938	44.0883634148667	-0.942029210652354	0.987149586875137	-3.30704693892039
Rphi_RPHIM00000023518	11.9753061661	46.1399024682333	-0.941784590608287	0.987139659405351	-1.94595241338889
Rphi_RPHIM00000009350	201.647249708	94.916229831	1.07822059909631	0.987135517223519	1.08710702730924
Rphi_RPHIM00000028277	0.1	21.0554856248333	-2.80539142994689	0.987130130350906	-7.71805234006013
Rphi_RPHIM00000027333	32.8527041958667	7.87040347856667	1.07832797713217	0.987129663560495	2.06150262467682
Rphi_RPHIM00000009680	28.9431892375	4.7929455767	1.11837225267529	0.987093809672175	2.59423943703104
Rphi_RPHIM00000004084	135.587686279767	47.6416721016667	1.07915224592325	0.987084611926321	1.50893020848614
Rphi_RPHIM00000015446	3.6274655174	19.0836699283333	-0.939942043694826	0.987060265607691	-2.39530483351308
Rphi_RPHIM00000000158	68.2153614673333	13.1899932735333	1.11810048336386	0.987058570193403	2.3706528285284
Rphi_RPHIM00000015119	11.4480229345	1.21471725796667	1.08006980312132	0.987033092615308	3.23640601637298
Rphi_RPHIM00000032094	3.1159755778	21.4006027087667	-0.939175368667766	0.987026797573068	-2.77989559697033
Rphi_RPHIM00000028328	159.014696378533	65.0831747722	1.08042258286006	0.987011342569931	1.28880357489263
Rphi_RPHIM00000009788	1165.0665152906	1477.51593871863	-0.938719685300784	0.987006528111926	-0.342761370849058
Rphi_RPHIM00000007194	16.4828941089333	1.068336598	0.974530034783617	0.986965960014716	3.94753140697875
Rphi_RPHIM00000008631	7.84489191993333	28.0614602306	-0.937796821238326	0.986965607979557	-1.83876460799646
Rphi_RPHIM00000012855	30.1301737943	100.386637722833	-0.937661064081917	0.986959603114946	-1.73628634793618
Rphi_RPHIM00000008812	22.2843839616667	4.41940231266667	0.974388036733673	0.986949573870048	2.33410990362854
Rphi_RPHIM00000033028	40.3896846716	7.4378507002	1.08168082870422	0.986933417127524	2.44102918857578
Rphi_RPHIM00000030869	208.050612263467	123.2828925586	0.974238969322116	0.986932385589973	0.754961917046363
Rphi_RPHIM00000016711	1060.58795985737	1407.83750077653	-0.936834304715317	0.986922917569943	-0.408616545203626
Rphi_RPHIM00000004352	270.103114655	146.629834381967	1.11700857778726	0.986918475720993	0.881331601514718
Rphi_RPHIM00000024256	1252.29495743847	835.286480383733	1.08208402527925	0.9869083299829	0.584231412880839
Rphi_RPHIM00000023373	105.657397006067	41.4653085910333	0.973984318994972	0.986903055316861	1.34941703871648
Rphi_RPHIM00000005660	1743.579957655	1053.63907121393	1.08255195368064	0.986877090493439	0.726671775259443
Rphi_RPHIM00000026150	26.7844893928667	4.6698197955	0.973543857491958	0.986852419508618	2.51995900973961
Rphi_RPHIM00000010975	197.497172807467	57.9689348693667	1.11638959519461	0.986845817916344	1.76848011845289
Rphi_RPHIM00000018181	1.63055659503333	20.6951853290667	-0.972247761228287	0.986841706270184	-3.66585874660724
Rphi_RPHIM00000012476	173.056540196967	286.744749440367	-1.02395128644305	0.986825655523671	-0.728523604179055
Rphi_RPHIM00000029137	304.292818209833	438.853450657633	-0.934483150896282	0.98681945780937	-0.528278966756937
Rphi_RPHIM00000028157	1.3601015704	10.7989948694	-0.97256811349881	0.986814657209848	-2.98911073893475
Rphi_RPHIM00000027681	234.820255353233	334.794074671	-0.972623377910827	0.986809895847935	-0.511717135476145
Rphi_RPHIM00000007075	79.0629462619	34.5282928565333	0.973128692991835	0.986804802839622	1.19522271143731
Rphi_RPHIM00000020225	97.3827112656333	25.9749191168	1.08382662229772	0.986791558738785	1.90654641100216
Rphi_RPHIM00000002785	3.5179035023	32.1746020550333	-0.972954410548526	0.986781351397985	-3.19313449019731
Rphi_RPHIM00000025021	18.8811280813667	0.747215625633333	1.08438822359396	0.986753457074757	4.6592765283007
Rphi_RPHIM00000020848	3.26783186206667	19.9538822375	-0.932678671920723	0.986742424904198	-2.61026380491834
Rphi_RPHIM00000031336	375.007390763267	246.475458404233	1.08467457098321	0.98673354223484	0.605475024567143
Rphi_RPHIM00000022644	0.7859339773	10.2298777164333	-0.931251342939181	0.986684365526506	-3.70223696620718
Rphi_RPHIM00000028862	3.09843553653333	22.2426529858333	-0.930322678702523	0.986648076529309	-2.84371701712315
Rphi_RPHIM00000019599	41.5262061926333	115.868625434033	-0.974533021501844	0.986644356278995	-1.48039599129079
Rphi_RPHIM00000008655	180.2730678232	101.5274988994	0.97164297971438	0.986642561043237	0.828313342391656
Rphi_RPHIM00000009827	344.280280849267	164.7235496397	1.11457649640498	0.986638577567989	1.06353672667265
Rphi_RPHIM00000004025	58.7540764201333	16.8790412630667	0.971030262748228	0.98657727701433	1.79945599019979
Rphi_RPHIM00000028754	277.132416090933	390.385471015333	-0.928264487261818	0.986572761476867	-0.494323888815335
Rphi_RPHIM00000001749	27.2355645104667	83.5783098924333	-1.02268372488295	0.986572720664088	-1.61763681482964
Rphi_RPHIM00000008484	5.88607839103333	27.7080113056	-0.927757016713529	0.986555884179006	-2.23492450621301
Rphi_RPHIM00000023480	2.28515174553333	16.3590527903	-0.975610290285238	0.986542429315911	-2.83972734108216
Rphi_RPHIM00000008284	14.2131159303	57.7872021667	-0.926629163861345	0.986518516922018	-2.02352715171723
Rphi_RPHIM00000013998	16.3148248075667	0.817919115166667	1.08777589371999	0.986517198515747	4.31808150461235
Rphi_RPHIM00000009469	187.0684194937	66.8016919103667	1.08780532407094	0.986515145577334	1.48560947839273
Rphi_RPHIM00000033311	1.50520128793333	17.7441468197667	-0.925932721873867	0.986497593697413	-3.55931487382108
Rphi_RPHIM00000010676	15.4598763351	1.82039680683333	0.970177687728016	0.986489905992137	3.08620391316999
Rphi_RPHIM00000025585	52.8286985030333	14.2691495424	0.970154667008293	0.986487687088498	1.88842251673833
Rphi_RPHIM00000014272	5.01011694653333	28.2588472606667	-0.976255468846152	0.986481156419088	-2.49578643180532
Rphi_RPHIM00000018032	9.75087546226667	38.7589041281667	-0.976271215852893	0.986479658769583	-1.99092412128179
Rphi_RPHIM00000002232	5.31891512196667	32.6689083775667	-0.924486872259785	0.986457054662729	-2.61871432827426
Rphi_RPHIM00000018267	71.3509506232333	152.274309876233	-0.924287790944127	0.986451494146443	-1.09366800972395
Rphi_RPHIM00000016781	43.2941416225667	125.8446450675	-0.923770435817762	0.986438970862273	-1.53940010437647
Rphi_RPHIM00000031516	18.2595712258667	2.21719494963333	1.08907304187227	0.986428138258168	3.04184535647014
Rphi_RPHIM00000031887	30.4156961660667	6.6923131653	0.9690861703865	0.986385003198059	2.18423916288197
Rphi_RPHIM00000011552	297.257087165467	486.630208062833	-0.977228070639485	0.986384725653266	-0.711114672879691
Rphi_RPHIM00000006306	6.80828522313333	31.9710190526	-0.921211233802401	0.986384039780326	-2.231401346692
Rphi_RPHIM00000001298	71.6079793065	148.398833568267	-0.921134080535914	0.986382663628126	-1.05128749059629
Rphi_RPHIM00000027730	3.15826984696667	23.3317586115667	-0.921122984162573	0.986382465747397	-2.88508870589151
Rphi_RPHIM00000030858	18.6957397827	0.852060208833333	1.08984964800453	0.986376663783425	4.4556103702375
Rphi_RPHIM00000028354	969.217765794267	1301.56932166013	-0.920485596669081	0.986371116493411	-0.42535939701978
Rphi_RPHIM00000007948	78.5884930167333	154.996093176133	-0.920279474397264	0.986367453533507	-0.979841858835986
Rphi_RPHIM00000003214	241.9854804935	134.704093613433	1.0900808086501	0.986361298408884	0.845126791644893
Rphi_RPHIM00000017033	6.32222638013333	43.4096389393667	-0.918740896021885	0.986345675680322	-2.77951082309191
Rphi_RPHIM00000020063	9.0949738554	49.6421096033667	-0.918512201121891	0.986342823084711	-2.44842303010191
Rphi_RPHIM00000028214	166.216613346867	72.9727317578333	0.968616778777566	0.986340082383893	1.18763521901345
Rphi_RPHIM00000008756	5.7813163309	24.8258631447667	-0.917809281131216	0.986334074385211	-2.10237395997013
Rphi_RPHIM00000020443	97.1214322542667	185.728885887167	-0.917698870874495	0.986332702804547	-0.935336608640138
Rphi_RPHIM00000003716	2.02152907713333	21.4455654684667	-0.916755209124059	0.986324702966881	-3.40716049669503
Rphi_RPHIM00000016637	8.906042982	37.4849777566667	-0.916354111306619	0.986321480078347	-2.07345606647127
Rphi_RPHIM00000018730	164.854496702167	255.063914069533	-0.915761939350627	0.986316732937843	-0.629665564139047
Rphi_RPHIM00000011303	226.177312990733	342.0196878001	-0.915646399178679	0.986315808244912	-0.596625148681403
Rphi_RPHIM00000028310	47.4425740976333	100.412652543833	-0.915414158973221	0.986313976460659	-1.08168687461044
Rphi_RPHIM00000016202	7.61477455263333	31.434298375	-0.914747836951293	0.986311372121259	-2.04546633279273
Rphi_RPHIM00000029735	2129.36271428277	2573.01156993083	-0.914083612991032	0.98630878407852	-0.273036225906704
Rphi_RPHIM00000002124	2.07936888103333	15.3622254634333	-0.914067267220408	0.986308720491421	-2.88516960778808
Rphi_RPHIM00000014536	4.6397377114	20.1593369606333	-0.904769278050527	0.986308521843389	-2.1193330335604
Rphi_RPHIM00000014563	4.10566001833333	21.2435999819	-0.905113669104518	0.986308440063502	-2.37134219802204
Rphi_RPHIM00000008525	3.8019095551	16.5528820610333	-0.906563024840313	0.986308094441808	-2.12228631316086
Rphi_RPHIM00000013663	195.613244652633	328.22478147	-0.906633732323247	0.986308077520105	-0.746680112515567
Rphi_RPHIM00000024458	21.3251516167	62.2019674432667	-0.913838754675705	0.986307832058824	-1.54440421461174
Rphi_RPHIM00000005408	3.40613711813333	23.5520052960667	-0.903576599323492	0.986306365260275	-2.78964148220534
Rphi_RPHIM00000006843	10.6347391435667	41.3224211416333	-0.909424493582157	0.986304761999724	-1.95814014002665
Rphi_RPHIM00000026731	188.189554471133	299.258946551067	-0.909706234823122	0.986304526955842	-0.669207825187451
Rphi_RPHIM00000006599	43.0923098764	100.3906179613	-0.90990666811278	0.986304359554153	-1.22012210964908
Rphi_RPHIM00000028546	121.945848942933	261.477776221533	-0.91165307059548	0.986303980582011	-1.10044768332539
Rphi_RPHIM00000025734	14.7254926011333	56.0899158246333	-0.911616743298764	0.98630394623251	-1.92942552165228
Rphi_RPHIM00000018822	2.58410225386667	26.2642517749333	-0.9113537292226	0.986303697712425	-3.34536542084211
Rphi_RPHIM00000006434	0.7859339773	10.1184459104333	-0.911143033561717	0.986303498848582	-3.68643579025591
Rphi_RPHIM00000024868	21.5136043024667	60.3782730510667	-0.901845809231421	0.986300137874589	-1.48878024493275
Rphi_RPHIM00000015209	1.889169446	20.9339088367333	-0.901428160244981	0.986297262521121	-3.47001770786976
Rphi_RPHIM00000031209	3.2452820033	24.6410423990333	-0.90118846121688	0.986295614835182	-2.92464753440064
Rphi_RPHIM00000001544	4.93669371316667	19.0046345977667	-0.900622941028206	0.986291734810461	-1.94473424278689
Rphi_RPHIM00000002416	248.644493836667	148.2849119373	0.968006977207043	0.986284956899345	0.74571267308249
Rphi_RPHIM00000013330	418.116280715333	271.570215854967	1.09152442862757	0.986269907358533	0.622578958121285
Rphi_RPHIM00000030395	27.6894245087	77.8526319702	-0.898179087524682	0.986264390375644	-1.49141074409659
Rphi_RPHIM00000014594	2.83477497333333	14.2715708446	-0.897884584168027	0.986260499454766	-2.33183801568823
Rphi_RPHIM00000008272	3.04450895626667	15.6359623738667	-0.897872371889034	0.986260249248749	-2.36058655591684
Rphi_RPHIM00000035321	2.10871320126667	12.3455216942333	-1.02096136603752	0.986246540431533	-2.54955300518422
Rphi_RPHIM00000029678	19.2477772421667	53.9546585666	-0.896952689982538	0.986241448021743	-1.48705567946099
Rphi_RPHIM00000007746	7.41403940033333	36.2287929447333	-0.896860522411408	0.986239568304103	-2.28880505231642
Rphi_RPHIM00000012750	3.71468753623333	18.7158415779667	-0.896707126644159	0.986236441668931	-2.33294715444248
Rphi_RPHIM00000000734	20.2942316060667	55.2375934630333	-0.896684720719731	0.986235985162093	-1.44458075027757
Rphi_RPHIM00000012928	6.7591964925	30.3301366399	-0.89612679374658	0.986224633223851	-2.16582833771429
Rphi_RPHIM00000019414	0.3704171299	4.65153859756667	-0.896075736843493	0.986223595871703	-3.65048527539627
Rphi_RPHIM00000032480	38.0153542953333	92.4699280598667	-0.896038400087928	0.986222837436898	-1.28240202949135
Rphi_RPHIM00000025626	37.4725367105333	84.8857006736667	-0.89587131552724	0.986219445015685	-1.17968790216699
Rphi_RPHIM00000016931	7.41403940033333	38.1905321819	-0.895570586067669	0.9862119911565	-2.36488333675069
Rphi_RPHIM00000034353	0.848611630866667	13.5542638645333	-0.895184825779115	0.986200900882136	-3.99749849995382
