genes	SRR280842.SRR280910	SRR280911.SRR280912	SRR280913.SRR280914	SRR280915.SRR280916	SRR280917.SRR280918	SRR280986.SRR280987	SRR280988.SRR280989	SRR280990.SRR280991	SRR280992.SRR280993	SRR281061.SRR281062	SRR281063.SRR281064	SRR281065.SRR281066
Rphi_RPHIM00000013333	414.297970924341	240.57036687245	214.643892668785	408.969309936159	124.832465347517	622.9134241511	251.132711505622	283.430487812414	359.917563049189	303.505989196275	308.659662071671	191.914806424966
Rphi_RPHIM00000013334	5.39450482974402	9.11251389668371	5.86458723138756	33.9120591159934	5.50731464768458	22.3466699247031	19.7520110172961	23.9037760805651	16.246278887637	5.25876713953942	7.06854187950391	6.12494063058402
Rphi_RPHIM00000025689	18.3413164211297	26.4262903003828	53.9542025287655	23.2829062587417	5.50731464768458	21.4155586778405	18.8114390640916	15.366713194649	22.4948476905743	34.557612631259	51.8359737830287	42.8745844140882
Rphi_RPHIM00000025690	43.1560386379521	57.4088375491074	69.2021293303732	28.3444076193377	29.3723447876511	23.2777811715658	19.7520110172961	6.82965030873288	31.2428440146866	41.3188846678097	51.8359737830287	35.7288203450735
Rphi_RPHIM00000022644	2.15780193189761	0	0	61.7503165992715	82.6097197152687	59.5911197992084	27.2765866429328	64.8816779329623	24.9942752117493	9.01502938206758	9.42472250600521	12.249881261168
Rphi_RPHIM00000022645	12.9468115913856	29.1600444693879	18.7666791404402	36.948959932351	11.0146292953692	22.3466699247031	25.3954427365236	39.270489275214	54.9874054658484	39.8163797707985	28.2741675180156	46.9578781678108
Rphi_RPHIM00000022646	344.169408137668	293.422947473216	246.312663718277	9.11070244907285	7.34308619691277	16.7600024435274	3.76228781281831	1.70741257718322	3.74914128176239	373.372466907299	327.509107083681	188.852336109674
Rphi_RPHIM00000027311	28.0514251146689	19.1362791830358	34.0146059420478	19.7398553063245	23.8650301399665	17.69111369039	12.2274353916595	11.9518880402825	14.9965651270496	17.2788063156295	18.8494450120104	16.3331750148907
Rphi_RPHIM00000009487	30.2092270465665	31.893798638393	34.0146059420478	13.6660536736093	11.0146292953692	27.9333374058789	15.0491512512732	42.6853144295805	32.492557775274	21.7863210066633	29.4522578312663	22.4581156454747
Rphi_RPHIM00000009488	49.629444433645	64.6988486664544	37.5333582808804	35.9366596602318	78.9381766168123	72.6266772552852	25.3954427365236	34.1482515436644	28.7434164935116	30.0500979402253	36.5207997107702	28.5830562760588
Rphi_RPHIM00000009489	154.282838130679	77.4563681218116	272.116847536383	166.01724462755	1327.26283009198	388.273389941717	286.874445727396	283.430487812414	247.443324596318	107.429100136305	82.4663219275456	103.103167281498
Rphi_RPHIM00000009490	1.0789009659488	3.64500555867349	26.9771012643828	51.1211637420199	368.990081394867	96.8355696737136	52.6720293794564	56.3446150470462	94.9782458046472	7.51252448505631	9.42472250600521	11.2290578227374
Rphi_RPHIM00000009491	0	5.46750833801023	0	55.6765149665563	0	31.6577823933295	30.0983025025465	23.9037760805651	43.7399816205612	0	0	0
Rphi_RPHIM00000008491	174.781956483706	330.784254449619	297.921031354488	522.34694041351	402.033969280974	920.869023147142	473.107692461903	478.075521611301	549.874054658484	252.420822697892	283.919765493407	303.184561213909
Rphi_RPHIM00000032152	17.2624154551809	19.1362791830358	21.1125140329952	39.9858607487086	9.17885774614097	16.7600024435274	34.8011622685694	35.8556641208476	52.4879779446734	15.0250489701126	15.3151740722585	27.5622328376281
Rphi_RPHIM00000032153	8.63120772759043	14.5800222346939	7.03750467766507	18.2214048981457	3.67154309845639	42.831117355681	20.6925829705007	6.82965030873288	22.4948476905743	6.76127203655068	12.9589934457572	8.16658750744536
Rphi_RPHIM00000011145	45.3138405698497	8.20126250701534	16.4208442478852	15.1845040817881	3.67154309845639	5.58666748117579	7.52457562563662	3.41482515436644	7.49828256352478	11.2687867275845	16.4932643855091	8.16658750744536
Rphi_RPHIM00000011152	32.3670289784641	4.55625694834186	21.1125140329952	4.55535122453642	7.34308619691277	0	1.88114390640916	0	0	2.25375734551689	4.71236125300261	0
Rphi_RPHIM00000006856	30.2092270465665	18.2250277933674	39.8791931734354	19.7398553063245	62.4162326737586	1.86222249372526	48.9097415666381	68.2965030873288	14.9965651270496	105.926595239294	104.850037879308	100.040696966206
Rphi_RPHIM00000006857	1.0789009659488	16.4025250140307	11.7291744627751	0	3.67154309845639	0	0	0	0	43.5726420133266	30.6303481445169	9.18741094587603
Rphi_RPHIM00000006860	69.0496618207234	105.705161201531	68.0292118840957	68.3302683680463	58.7446895753022	64.2466760335215	119.452638056981	13.6593006174658	124.971376058746	120.200391760901	147.261289156331	87.7908157050376
Rphi_RPHIM00000006864	2.15780193189761	0	0	19.7398553063245	44.0585171814766	10.2422237154889	8.4651475788412	25.6111886577483	18.7457064088119	2.25375734551689	3.53427093975195	2.04164687686134
Rphi_RPHIM00000006865	2.15780193189761	1.82250277933674	0	22.7767561226821	58.7446895753022	21.4155586778405	28.2171585961373	13.6593006174658	11.2474238452872	9.01502938206758	3.53427093975195	4.08329375372268
Rphi_RPHIM00000006866	0	3.64500555867349	0	24.8013566669205	7.34308619691277	9.31111246862631	20.6925829705007	3.41482515436644	4.99885504234985	9.76628183057321	16.4932643855091	16.3331750148907
Rphi_RPHIM00000029498	24.8147222168225	10.9350166760205	24.6312663718277	5.56765149665563	0	1.86222249372526	0.940571953204578	3.41482515436644	2.49942752117493	9.76628183057321	10.6028128192559	4.08329375372268
Rphi_RPHIM00000028668	12.9468115913856	9.11251389668371	11.7291744627751	24.8013566669205	3.67154309845639	21.4155586778405	21.6331549237053	17.0741257718322	19.9954201693994	15.0250489701126	14.1370837590078	14.2915281380294
Rphi_RPHIM00000033100	8.63120772759043	25.5150389107144	4.69166978511005	28.3444076193377	3.67154309845639	13.0355574560768	13.1680073448641	32.4408389664812	17.4959926482245	15.0250489701126	14.1370837590078	12.249881261168
Rphi_RPHIM00000003985	4.31560386379521	15.4912736243623	12.9020919090526	88.5762738104305	11.0146292953692	59.5911197992084	8.4651475788412	27.3186012349315	41.2405540993863	14.273796521607	9.42472250600521	7.14576406901469
Rphi_RPHIM00000003986	22.6569202849249	13.6687708450256	22.2854314792727	233.841362859536	49.5658318291612	241.157812937421	60.196605005093	88.7854540135274	82.4811081987725	19.5325636611464	23.561806265013	15.3123515764601
Rphi_RPHIM00000003987	17.2624154551809	32.8050500280614	10.5562570164976	31.887458571755	16.5219439430537	40.0377836150931	29.1577305493419	29.0260138121147	33.7422715358615	19.5325636611464	16.4932643855091	11.2290578227374
Rphi_RPHIM00000003988	23.7358212508737	25.5150389107144	2.34583489255502	23.2829062587417	25.7008016891947	43.7622286025437	21.6331549237053	10.2444754630993	26.2439889723367	19.5325636611464	16.4932643855091	14.2915281380294
Rphi_RPHIM00000003989	26.9725241487201	5.46750833801023	15.2479268016077	5.06150136059603	3.67154309845639	0.931111246862631	3.76228781281831	5.12223773154966	3.74914128176239	21.7863210066633	12.9589934457572	11.2290578227374
